statusId | label
7|climbing
statusId|sensorName|value|timestamp
7|Gravity|[-0.2831373,0.20536631,9.80041]|1525740462722
7|3-axis Accelerometer|[-0.2873042,0.19153613,9.787497]|1525740462727
7|3-axis Uncalibrated Gyroscope|[0.0063917814,-0.0021305939,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462727
7|3-axis Gyroscope|[-0.0031958907,0.0021305939,-0.0010652969]|1525740462727
7|Game Rotation Vector|[0.015192628,0.009337896,-0.38261282,0.9237362]|1525740462727
7|Linear Acceleration|[-0.004114479,-0.013642326,-0.012916565]|1525740462727
7|Gravity|[-0.2831897,0.20517845,9.800413]|1525740462727
7|3-axis Uncalibrated Gyroscope|[0.011718267,-0.0031958907,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462732
7|3-axis Gyroscope|[0.0021305939,0.0010652969,-0.0010652969]|1525740462732
7|Game Rotation Vector|[0.015190216,0.009336031,-0.38261285,0.9237363]|1525740462732
7|Linear Acceleration|[-0.0041663647,-0.013612628,-0.012918472]|1525740462732
7|Gravity|[-0.28313783,0.20514876,9.800415]|1525740462731
7|3-axis Accelerometer|[-0.2681506,0.18674773,9.77792]|1525740462737
7|3-axis Uncalibrated Gyroscope|[0.011718267,-0.0021305939,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462737
7|3-axis Gyroscope|[0.0021305939,0.0021305939,-0.0010652969]|1525740462737
7|Game Rotation Vector|[0.0151946265,0.009337067,-0.38261527,0.9237352]|1525740462737
7|Linear Acceleration|[0.015039682,-0.018472418,-0.022492409]|1525740462737
7|Gravity|[-0.28319028,0.20522015,9.800412]|1525740462737
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0031958907,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462742
7|3-axis Gyroscope|[0.0,0.0010652969,-0.0010652969]|1525740462742
7|Game Rotation Vector|[0.015192175,0.009335231,-0.38261527,0.92373526]|1525740462741
7|Linear Acceleration|[0.014988035,-0.018441796,-0.022494316]|1525740462741
7|Gravity|[-0.28313863,0.20518953,9.800414]|1525740462741
7|3-axis Accelerometer|[-0.2633622,0.20111294,9.801862]|1525740462746
7|3-axis Uncalibrated Gyroscope|[0.011718267,-0.0010652969,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462746
7|3-axis Gyroscope|[0.0021305939,0.0031958907,0.0]|1525740462747
7|Game Rotation Vector|[0.015197659,0.009338691,-0.3826152,0.9237352]|1525740462747
7|Linear Acceleration|[0.019880205,-0.0041499436,0.0014514923]|1525740462747
7|Gravity|[-0.2832424,0.20526288,9.80041]|1525740462747
7|3-axis Uncalibrated Gyroscope|[0.011718267,-0.0021305939,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462752
7|3-axis Gyroscope|[0.0021305939,0.0021305939,-0.0010652969]|1525740462752
7|Game Rotation Vector|[0.0152024785,0.009339884,-0.38261777,0.92373407]|1525740462752
7|Linear Acceleration|[0.019938529,-0.0042274892,0.001455307]|1525740462752
7|Gravity|[-0.28330073,0.20534043,9.800406]|1525740462752
7|3-axis Accelerometer|[-0.29209262,0.20111294,9.854534]|1525740462756
7|3-axis Uncalibrated Gyroscope|[0.01065297,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462756
7|3-axis Gyroscope|[0.0010652969,0.0021305939,0.0]|1525740462756
7|Game Rotation Vector|[0.015200055,0.009338068,-0.38261777,0.9237341]|1525740462756
7|Linear Acceleration|[-0.008842945,-0.004197255,0.054125786]|1525740462757
7|Gravity|[-0.28324968,0.2053102,9.800408]|1525740462757
7|3-axis Uncalibrated Gyroscope|[0.01065297,-0.0010652969,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462762
7|3-axis Gyroscope|[0.0010652969,0.0031958907,0.0]|1525740462762
7|Game Rotation Vector|[0.015203151,0.0093426155,-0.38261768,0.92373407]|1525740462762
7|Linear Acceleration|[-0.008737385,-0.0042191744,0.054128647]|1525740462762
7|Gravity|[-0.28335524,0.20533212,9.8004055]|1525740462762
7|3-axis Accelerometer|[-0.20590134,0.22505496,9.888053]|1525740462766
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0010652969,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462766
7|3-axis Gyroscope|[0.0,0.0031958907,-0.0010652969]|1525740462766
7|Game Rotation Vector|[0.015203733,0.009347938,-0.38261998,0.92373306]|1525740462766
7|Linear Acceleration|[0.077555165,0.019752935,0.0876503]|1525740462767
7|Gravity|[-0.2834565,0.20530203,9.800403]|1525740462766
7|3-axis Uncalibrated Gyroscope|[0.0085223755,0.0,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462771
7|3-axis Gyroscope|[-0.0010652969,0.0042611877,0.0]|1525740462771
7|Game Rotation Vector|[0.015202998,0.00935688,-0.3826198,0.92373306]|1525740462771
7|Linear Acceleration|[0.07771166,0.019833311,0.08765316]|1525740462771
7|Gravity|[-0.283613,0.20522165,9.8004]|1525740462772
7|3-axis Accelerometer|[-0.2873042,0.20111294,9.792285]|1525740462777
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0010652969,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462777
7|3-axis Gyroscope|[0.0,0.0031958907,-0.0010652969]|1525740462777
7|Game Rotation Vector|[0.015203499,0.009361744,-0.382622,0.9237321]|1525740462776
7|Linear Acceleration|[-0.0035988986,-0.0040805787,-0.008112907]|1525740462776
7|Gravity|[-0.2837053,0.20519352,9.800398]|1525740462776
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462781
7|3-axis Gyroscope|[0.0,0.0021305939,-0.0010652969]|1525740462781
7|Game Rotation Vector|[0.015201189,0.009359673,-0.382622,0.92373216]|1525740462781
7|Linear Acceleration|[-0.003653735,-0.004054278,-0.008114815]|1525740462781
7|Gravity|[-0.28365046,0.20516722,9.8004]|1525740462781
7|3-axis Accelerometer|[-0.25378537,0.17238252,9.80665]|1525740462787
7|3-axis Uncalibrated Gyroscope|[0.0074570784,-0.0010652969,0.005326485,0.009587673,-0.0042611877,0.0031958907]|1525740462787
7|3-axis Gyroscope|[-0.0021305939,0.0031958907,0.0021305939]|1525740462787
7|Game Rotation Vector|[0.01519695,0.009367194,-0.38261676,0.9237343]|1525740462787
7|Linear Acceleration|[0.02996844,-0.03265308,0.0062503815]|1525740462786
7|Gravity|[-0.2837538,0.2050356,9.8004]|1525740462786
7|3-axis Uncalibrated Gyroscope|[0.01065297,-0.0010652969,0.0042611877,0.009587673,-0.0042611877,0.0031958907]|1525740462791
7|3-axis Gyroscope|[0.0010652969,0.0031958907,0.0010652969]|1525740462791
7|Game Rotation Vector|[0.0151998075,0.00937112,-0.38261434,0.9237352]|1525740462791
7|Linear Acceleration|[0.03006041,-0.03267607,0.006254196]|1525740462791
7|Gravity|[-0.28384578,0.20505859,9.800396]|1525740462791
7|3-axis Accelerometer|[-0.24899697,0.17717093,9.844957]|1525740462796
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0010652969,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462796
7|3-axis Gyroscope|[0.0,0.0031958907,0.0]|1525740462796
7|Game Rotation Vector|[0.015200356,0.00937635,-0.38261425,0.9237352]|1525740462797
7|Linear Acceleration|[0.034947634,-0.027858377,0.044563293]|1525740462796
7|Gravity|[-0.2839446,0.20502931,9.800394]|1525740462796
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462801
7|3-axis Gyroscope|[0.0,0.0021305939,0.0]|1525740462801
7|Game Rotation Vector|[0.015197801,0.009374185,-0.38261428,0.92373526]|1525740462801
7|Linear Acceleration|[0.03488928,-0.027828366,0.044561386]|1525740462801
7|Gravity|[-0.28388625,0.2049993,9.800396]|1525740462801
7|3-axis Accelerometer|[-0.24899697,0.20111294,9.859323]|1525740462806
7|3-axis Uncalibrated Gyroscope|[0.0085223755,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462806
7|3-axis Gyroscope|[-0.0010652969,0.0021305939,0.0]|1525740462806
7|Game Rotation Vector|[0.015195254,0.009371983,-0.3826143,0.9237353]|1525740462806
7|Linear Acceleration|[0.034830302,-0.0038567334,0.05892372]|1525740462806
7|Gravity|[-0.28382728,0.20496967,9.800399]|1525740462806
